UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS,수집페이지,수집시간,google_place_id,google_name,google_rating,google_review_count,google_address,google_lat,google_lng,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
,김해식당,중구,35.09748,129.02994,김해식당,김해식당,,중구 자갈치로 51-2,,051-255-8242,,"09:30-21:00
(20:15 라스트오더)","생아구수육, 아구찜",https://www.visitbusan.net/uploadImgs/files/cntnts/20230525160402713_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525160402713_thumbL,"TV프로그램에도 자주 소개되는 유명한 아귀요리전문점으로
1980년부터 생 아귀를 이용한 음식들을 만들고 있다.
푸짐하고 신선한 아귀와 아귀 특수부위를 함께 먹을 수 있으며 외국인들도 즐겨 찾는 식당이다.
",1,2025-08-23T14:59:00.776628,ChIJfe6YaArpaDUR54aOEE5rRkc,김해식당,3.9,412,대한민국 부산광역시 중구 자갈치로 51-2,35.0974797,129.0299436,아구수육은 무조건 추천합니다. 다음날 또와서 점심 해장으로 생아구탕 먹었네요ㅎ,"생 아구수육이 백미.

아구간과 아구위가 선도를 설명해준다. 6만원의 가격압박이 있지만, 서울에서 이 정도 선도의 아구를 맛보기는 쉽지않다. 2명이면 양도 넉넉하고, 아구삶은 국물도 같이 내어준다. 아침부터 소주먹기 좋은 곳.",이식당에 오래전에 진짜 자주 갔었다 술마신후 해장으로 거의 매일 먹으러 갔다가 정말 오랜만에 가족들과 들렀는데 주인이 바꼈는지 음식은 진짜 맛이없고 밑반찬들은 말라서 생기를 잃은 음식들이 태반이고 아귀찜 대짜를 중짜로 바꾸니 바로 인상쓰고 자기들끼리 욕하늗 소리 다들리고 중요한건 맛이 너무없다. 옛날에 그 북적이던 식당이 파리날리는 이유가 있었다. 다시는 가고싶지 않고 누가 간다는 사람 있음 추천하진 않겠다. 식사하고 있는 도중에 해충방제 스프레이까지 뿌리고 다니는 이식당은 여태 가본 식당중 최악의 식당이었다. 가장 중요한건 맛이 옛날 맛이 전혀 아님 싱싱한 미나리 듬뿍 넣은 진한 국물맛 기대했는데 값싼 콩나물만 엄청 넣어서 아구맛 보다 콩나물국에 가까움 너무 맛없음 불친절 하고 옛날 그맛하고 전혀 다름...,"해장하러갔다가 해장술을 하게되는곳..
먹기는 살짝 힘들지만, 여행마지막날 속을 정리하기엔 딱!!인 곳임",
,물꽁식당,중구,35.104504,129.0244,물꽁식당,물꽁식당,,중구 흑교로59번길 3,,051-257-3230,,10:00-21:00,"아구찜, 아구수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419094840707_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419094840707_thumbL,"60년째 3대를 이어 운영해온 전통 있는 아귀요리전문점으로 신선한 아귀를 사용해 아구찜, 수육, 탕을 만든다. 
자극적이지 않은 담백한 맛의 아구찜이 대표메뉴로 오래되었지만 청결한 가게가 인상적이다
",1,2025-08-23T14:59:00.776628,ChIJrVSzM5_paDURPakfONIgSpU,물꽁식당,4,417,대한민국 부산광역시 중구 흑교로59번길 3,35.1044816,129.0243861,,,찐 앵무새 매우 맛있었습니다.,앵무새도 맛있지만 야채도 맛있습니다.  malavillos!,
,부산명물횟집,중구,35.09714,129.0312,부산명물횟집,부산명물횟집,,중구 자갈치해안로 55 ,,051-245-4995,,10:30-15:00 / 16:00-22:00,"회백밥 1인분 ￦40,000
생선회 ￦110,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419101804650_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419101804650_thumbL,"1946년부터 운영해 온 무척 유명한 횟집으로 여러 유명인사들의 단골집이기도 하다.
광어회 한 접시에 고기뼈를 푹 고아서 만든 진하고 담백한 맑은 국과 여섯 가지 밑반찬이 나오는 회정식이 인기메뉴이다
",1,2025-08-23T14:59:00.776628,ChIJ8XDRRQrpaDURgWad0ZDVimM,부산 명물 횟집,3.9,742,대한민국 부산광역시 중구 자갈치해안로 55,35.097101,129.0311162,,"안녕하세요. 부산에 거주 중인 사람입니다.
며칠 전, 정말 황당하고 불쾌한 경험을 해서 공유드립니다. 혹시라도 부산에서 회 드시는 분들 참고하시길 바랍니다.

부산의 한 유명 횟집에 다녀왔습니다.
감사패부터 시작해서 각종 상장, 인증서가 쭉 걸려 있고, 검색해보면 꽤 오래된 ‘명물횟집’이라고 나오는 곳이었습니다.
그런 분위기에 솔직히 기대도 있었고, 인당 43,000원짜리 회백반을 시키면서 ""비싸긴 해도 그럴 만한 가치가 있겠지"" 하고 식사를 시작했습니다.

그런데 문제는 추가로 **해삼(싯가)**을 시키면서 시작됐습니다.
솔직히 해삼이야 평소에도 즐겨 먹던 거라 큰 부담 없이 주문했는데, 나온 해삼은 미지근하고 식감도 별로였어요. 결국 몇 점만 먹고 포장해달라고 했습니다.

그리고 계산할 때 깜짝 놀랐습니다.

회백반 2인: 86,000원

그런데 영수증에 ‘회’ 70,000원 추가

""이 회가 뭐예요?""라고 물으니, 사장님이 “그게 해삼입니다” 라고 하시더군요.
해삼 가격이 7만 원… 저는 정말 말문이 막혔습니다.

그냥 해삼도 아니고, 미지근하고 2~3마리 분량밖에 안 되는 그 양에 7만 원을 받다니요.
영수증에도 '해삼'이라고 정확히 적힌 게 아니라, 그냥 ‘회’라고만 되어 있었고요.
이게 정당한가 싶었습니다.

사진도 찍어뒀는데, 해삼 양을 비교할 수 있도록 카드지갑을 옆에 두고 같이 찍었습니다.
그냥 손바닥만 한 포장용기에 해삼 몇 점 있는 수준이에요.
그 정도는 평소 회센터나 횟집 가면 서비스로 주는 경우도 많잖아요.

계산에 이의를 제기하자, 사장님이 제 손에 5천 원을 쥐어주시더군요.
정말 모욕감 느꼈습니다. 제가 5천 원 때문에 이걸 따졌겠습니까?
‘싯가’라는 이름으로 가격 설명도 없이, 바가지 씌우고는 몇 천 원 돌려주며 넘어가려는 태도 자체가 너무 기분 나쁘더라고요.

저는 부산에 이사 온 지 1년 정도 되었고, 지역 시장이나 회센터 자주 다니며 해산물 가격도 잘 압니다.
이 해삼은 정말 과하게 받았다는 생각밖에 안 들고, 이런 방식이 아직도 부산에서 버젓이 통용된다는 현실이 너무 안타까웠습니다.

관광도시 부산에서 이런 바가지가 계속되면, 결국 피해보는 건 이 지역을 찾는 사람들과, 이 도시에 사는 우리들 아닐까요.

혹시 부산에서 식당 가실 분들, 특히 ‘싯가’ 메뉴 주문하실 때는 꼭!
사전에 가격 확인하시고, 영수증 항목도 잘 보셔야 합니다.

사진 첨부해두니 참고하시고, 비슷한 경험 있으셨던 분들 계시면 공유해주세요.
저 같은 피해자가 더는 생기지 않았으면 좋겠습니다.","회백반은 언제나 만족합니다. 단, 가격이 너무 올랐네요",음! 가격의 가치까지는 모르겠으나.. 서울서 같이 온 동반자가 좋아하네요. 가격대비 만족은 아니에요. 하지만 회양은 많고 지리도 담백하게 맛나네요.,가격대는 있지만 확실히 맛있음
,부산꼼장어맛집 성일집,중구,35.099426,129.03749,부산꼼장어맛집 성일집,부산꼼장어맛집 성일집,,중구 대교로 103,,0507-1345-5890,http://www.ggom.co.kr/,"11:00-23:00
(22:00 라스트오더)","소금구이, 양념구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419100256721_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419100256721_thumbL,"1950년부터 3대에 걸쳐 74년째 운영 중인 곳으로 가장 유명한 곰장어전문점 중 한 곳이다. 싱싱하게 살아있는 국내산 곰장어와 23가지의 한약재를 사용한 특별한 양념을 사용한다.
",1,2025-08-23T14:59:00.776628,ChIJqSUc5HLpaDURSslGQcPJZds,부산꼼장어맛집 성일집,4.1,921,대한민국 부산광역시 중구 대교로 103,35.0993345,129.0374018,맛있고 좋은데 양이 너무 적어요.,,,소금구이 강추. 소금구이 먹고 양념구이 먹고 볶음밥.. 맛있음.,이 가게는 소금구이와 소스구이를 모두 판매합니다. 저는 대만 사람인데 소금구이 먹장어는 처음 먹어봤어요. 쫄깃쫄깃하고 바삭하면서도 달콤하고 비린내가 전혀 나지 않았어요. 신선한 게 느껴졌어요. 참기름과 소금에 찍어 깻잎에 싸 먹장어 살은 정말 맛있었어요. 사장님도 잘생기시고 친절하셨어요! 강력 추천합니다!
,이재모피자 본점,중구,35.102104,129.0306,이재모피자,이재모피자 본점,,중구 광복중앙로 31,,051-255-9494,,10:00-21:00,"치즈크러스트피자 ￦25,000 / 29,000 
오븐스파게티 ￦8,500",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419113018528_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419113018528_thumbL,"30여년을 운영 중인 피자전문점으로 부산에서 피자가 대중화된 시기를 생각하면 상당한 전통을 자랑하는 유명한 곳이다. 국내산 임실치즈를 사용한 푸짐한 토핑의 피자가 특징이며, 변함없는 맛을 지키고 있다.
",1,2025-08-23T14:59:00.776628,ChIJ8VYk1e74IBURIIVPcKTynRI,이재모피자 본점,4.4,4117,대한민국 부산광역시 중구 광복중앙로 31,35.1021046,129.0305985,,"24.12월) 대표메뉴 이재모 치즈크러스트랑 페퍼로니 파스타 먹었어요. 치즈가 짜지않고 고소해요! 크러스트에 갈릭소스 찍어먹으면 극락..
근데 기대를 너무해서 그런지 조금은 아쉬웠습니다.
파스타는 흔한 맛이라 피자만 추천드립니다!

25.8월) 이번에는 김치볶음밥을 먹었습니다. 매콤한데 피자랑 아주 궁합이 잘 맞아욥! 금요일 오프런 했어요ㅎㅎㅎ",,"이재모 피자 🍕 정말 최고예요!
다 피자랑 파이 피자보다 훨씬 낫네요",부산1대장
,모모스커피,금정구,35.21928,129.08643,모모스커피,모모스커피,,금정구 오시게로 20,,051-512-7034,http://www.momos.co.kr/,08:00-18:00,"오늘의 핸드드립 ￦6,500
아메리카노 쇼콜라 ￦6,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250515123503040_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515123503040_thumbL,"2019월드 바리스타 챔피언십(WBC) 우승자가 있는 이 곳은
카페의 도시 부산에서도 가장 유명한 카페 중 하나인 모모스커피.
고급 원두를 직접 로스팅하여 커피를 준비하며, 커피에 대한 애정이 가득한 공간이다.
",1,2025-08-23T14:59:00.776628,,,0,0,,,,,,,,
,배비장보쌈구서본점,금정구,35.245174,129.09143,배비장보쌈,배비장보쌈구서본점,,금정구 금정로 239,,051-515-2106,,11:00-22:00,"배비장보쌈, 모듬보쌈",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608145054469_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608145054469_thumbL,"30여 년 운영해 온 부산에서 유명한 보쌈 식당 중 하나로, 
보쌈김치와 무채를 매일 직접 담근다.
반찬으로 나오는 계란찜도 인기 있는 이곳은 손님을 대접하기에도 좋은 장소다.
",1,2025-08-23T14:59:00.776628,ChIJtQ6R_l-RaDURcvoOzDt_Tpg,배비장보쌈 구서본점,4,1393,대한민국 부산광역시 금정구 금정로 239,35.2451943,129.0914726,예전이랑 많이다르네요 양도 너무적어지고 저희테이블은 고기먹고 식사먹을껀지 묻지도않고 뭐먹을꺼냐고 바로묻더니 옆테이블에 다른종업원은 고기먹고 식사하실꺼냐고 묻네요 참 직원교육부터 다시 시켜야하실듯 고기도 그렇게 맛있지도않고 다신갈이유가없네요..,1991년 개업 이래부터 자주 찾는 유명 보쌈 전문점입니다. 맛은 변함없이 좋지만 가격 대비 양이 조금 적은 듯합니다. 푸짐함이 더해지면 좋겠습니다.,오래 버티고 있는 노포의 힘,음식 푸짐하고 맛있어요.,
,장수장 꼬리곰탕,북구,35.19576,128.99043,장수장 꼬리곰탕,장수장 꼬리곰탕,,북구 사상로 577,,051-303-7096,,10:30-20:30 (20:00 라스트오더),"꼬리곰탕, 한우 도가니탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170754019_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170754019_thumbL,"1983년에 개업하여 40여 년을 운영해온 곳으로, 김치와 젓갈은 직접 만들어 항아리에서 숙성시킨다.
뼈와 도가니는 한우, 꼬리는 호주산으로 엄선된 재료를 사용하며 변하지 않는 꾸준한 맛으로
인기 높은 곳이다.
",1,2025-08-23T14:59:00.776628,ChIJQbbnJ6fqaDURRSQ2OcIfgeY,장수장꼬리곰탕,3.8,389,대한민국 부산광역시 북구 사상로 577,35.1959588,128.9901939,,,,,"부추 겉절이 맛있음.
고기양이 좀 적게 느껴짐.
화장실이 실외에 있어 불편함."
,거대갈비,해운대구,35.16155,129.16693,거대갈비,거대갈비,,"해운대구 달맞이길 22
",,051-746-0037,,11:30-15:00 / 17:00-22:00,"등심(100g) ￦79,000
생갈비(100g) ￦79,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419125908808_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419125908808_thumbL,"최상등급의 고기와 최고의 원재료만을 사용한다는 한우숯불구이전문점으로, 깔끔한 실내와 친절한 점원들이 인상적이다. 최상등급의 한우인만큼 가격도 높은 편이지만, 직원이 고기를 구워주는 등 만족도가 높은 식당이다.
",1,2025-08-23T14:59:00.776628,ChIJTcYvpmmNaDURQehkamCuHB4,거대갈비 본관,4.2,760,대한민국 부산광역시 해운대구 달맞이길 22,35.1615085,129.1668928,,"너무 친절하시고 고기가 너무 맛있었다
런치세트 2인에 생갈비 추가해서 먹었음 😋😋
친절하게 설명해주시고 구워주시고
부족함없이 만족하고 가는 부산 맛집 갈비 👍🏻","진짜 맛잇엇어요
추천합니다
또갈꺼에요",,
,금수복국 해운대본점,해운대구,35.16243,129.1645,금수복국,금수복국 해운대본점,,해운대구 중동1로 43번길23,,051-742-3600,,24시간,"은복국(지리 / 탕) ￦15,000 / 16,000
밀복국(지리 / 탕) ￦20,000 / 21,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419130448560_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419130448560_thumbL,"복국의 원조라 할 수 있는 50년 전통의 복요리집으로, 신선한 원재료와 정확한 물류 시스템, 모든 장류는 직접 담아 사용하는 것이 맛의 비결이라고 한다.  24시간 영업하는 곳.
",1,2025-08-23T14:59:00.776628,ChIJb6ju4GeNaDURuR1LsbcI5lw,금수복국 해운대본점,4.2,7433,대한민국 부산광역시 해운대구 중동1로43번길 23,35.1624205,129.1645061,"(2025.08.) 서울 강남에서 이 곳 분점을 여기저기서 본 기억이 있었는데 이번에 본점을 방문하게 됐습니다. 유명한 집답게 점심시간이 조금 지난 때에도 손님이 북적거렸습니다. 다행히 기다릴 필요는 없었네요.
음식 자체는 나무랄 데가 없었습니다. 복지리 맛이 깔끔해서 같이 간 사람들 모두 확실히 맛있다고 했습니다. 튀김도 복어 일변도가 아닌 창의적인 차림새여서 좋았습니다. 무침도 나무랄데 없었네요. 다만 음식의 질에 걸맞는 수준으로 가격도 꽤 높습니다.
주차요원들이 계셔서 주차가 용이하고 내부 인테리어나 접대에도 크게 흠잡을 곳은 없습니다.
4.5점이 있다면 딱 그 정도 느낌인데 반올림해서 별 다섯입니다.",복국지리 맛이 진짜 지립니대이,,,복국 지리는 정말 지리는 맛이에요.
,다온 한정식,해운대구,35.158123,129.14853,다온 한정식,다온 한정식,,부산 해운대구 해운대해변로 154 마리나동원8층,,0507-1424-0140,https://www.instagram.com/daon_dining/,11:30-15:00 / 17:30-21:30 (19:30 라스트오더),"다온상(1인), 송아리(1인)
",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219100305084_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219100305084_thumbL,"한옥의 전통적인 모티브를 활용한 인테리어가 인상적인 한정식전문점으로, 토속적인 소품 으로 장식된 별실이 마련되어 있어 격식 있는 모임의 장소로도 많이 찾는 곳. 한약재와 제철 음식 재료를 활용해서 만든 한식 요리를 곱게 담아 코스로 내는 한정식이 인기

",1,2025-08-23T14:59:00.776628,ChIJY_L7Wa-SaDURW4gLuM8Iqqk,다온한정식,3.9,104,대한민국 부산광역시 해운대구 해운대해변로 154 마리나동원빌딩 8층,35.1581219,129.1485377,,비교적 무난함. 런치는 수준급.,,,"해운대 도심에 전통의 품격이 고스란히 묻어나는 식당이 있었다니 놀라울따름입니다.
차가운 음식으로 시작해서 따뜻한 식사로 마무리하는 코스가 몸과 마음은 물론 함께 하는 사람들과의 교감도 더 깊어지게 만드는 기분이었어요."
,동백섬횟집,해운대구,35.160427,129.15468,동백섬횟집,동백섬횟집,,"해운대구 해운대해변로209번나길 17
",,051-741-3888,,12:00-14:00 / 16:00-22:00,줄가자미(이시가리) (시가),https://www.visitbusan.net/uploadImgs/files/cntnts/20240419134206865_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419134206865_thumbL,"해운대 그랜드호텔 인근에 있는 자연산 활어회 전문 횟집으로,
생선회를 주문하면 문어숙회, 멍게, 전복, 가자미구이, 새우튀김 등의 다양한 밑반찬과 식사 후 매운탕 등의 요리가 함께 제공된다. 대부분의 생선은 시가에 따라서 가격이 변동된다.
",1,2025-08-23T14:59:00.776628,ChIJy5ldq1iNaDURabM32dxJl_I,동백섬횟집,4.1,859,대한민국 부산광역시 해운대구 해운대해변로209번나길 17,35.1604152,129.1546803,"동백섬횟집. 광안리 근처에 오래되고 자주 찾는 집.
가게가 주는 실내 분위기나 노포 감성 .
그런 맛이 있어 좋아하는 집이에요.
음식은 깔끔하고 맛있어요. 사람마다 좀 평가를 달리할수 있는데 . 가격대비 머 별로다 하기도 하고. 그건 개인취향인거 같아여. 저는 오면 늘 잘먹고 갑니다.
손님오면 한번씩 데리고가고 가족들이랑도 어릴때부터 종종 다녔던 곳 . 내가살때는 적당한 코스먹고 얻어먹을때는 비싼코스먹고 . 입맛대로 식성대로 드세요~",회에 집중할 수 있는 맛집~,"회가 맛있고, 생성조림 및 해물탕도 맛있어요. 인당 8만원짜리 괜찮아요.",,
,르꽁비브,해운대구,35.176777,129.12552,르꽁비브,르꽁비브,고급스러움을 자랑하는 프렌치 레스토랑, 해운대구 센텀북대로 60 센텀아이에스타워 110호,,0507-1430-3693,,11:45-15:00 / 17:50-22:00 (20:00 라스트오더),"런치, 디너",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219101750249_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219101750249_thumbL,"부산의 유명베이커리인 옵스에서 런칭한 전통 프렌치 레스토랑. 프랑스인들에게 프렌치 퀴진을 가르쳐온 셰프의 전통 현지 요리법으로 사계절 제철 식재료를 사용한 다양한 프렌치코스요리를 선보이고 있다.
",1,2025-08-23T14:59:00.776628,ChIJL32igsKSaDUR0AkRauh7u9c,Le Convive,4.3,363,대한민국 부산광역시 해운대구 재송동 1209,35.1764083,129.1251766,만족스러운 프랑스 음식점. 좋은 날 다시 가고 싶은 장소입니다.,"부산의 한적한 곳에서 고급 프랑스 요리를 맛보고 싶으신가요? 르 콩비브는 특별한 경험을 위해 파리나 해운대까지 갈 필요가 없다는 것을 증명합니다.
저는 이곳에서 걸어서 갈 수 있는 거리에 살았는데, 그 우아한 문 뒤편에서 무슨 일이 벌어지고 있는지 항상 궁금했습니다. 마침내 예약을 하고 나니, 제대로 된 고급 레스토랑이라는 것을 알게 되었습니다. 세심하게 준비된 분위기와 그에 걸맞은 서비스를 제공하는 곳이었습니다.

최근 부산에 결혼기념일을 맞아 다시 방문했는데, 정말 만족스러웠습니다. 음식은 세련되었고, 직원들은 세심했으며, 밤새도록 마치 일상에서 잠시 벗어나 휴식을 취한 듯한 기분이었습니다. 가격은 가격 대비 합리적이지만, 와인을 좋아한다면 가격이 오를 수 있다는 것을 알아두세요(물론 그럴 만한 가치는 있습니다). 오하이오에는 이런 곳이 없습니다. 믿어보세요.

르 콩비브는 가장 예상치 못한 동네에서도 훌륭한 음식은 어떻게든 찾아온다는 것을 증명합니다.",,"'디너3+와인 페어링' 코스로 2시간 소요되었고, '에피타이저~디저트' 순서대로 천천히 즐길 수 있어서 특히나 좋았어요.","애가 시끄럽게 소리 지르는데 수수방관하는 식당. 직원에게 주의를 부탁했지만 노키즈존이 아니라서 어쩔 수 없다는 무책임한 답변만 돌아옴. 그 뒤로도 계속 애는 산만하게 돌아다니며 괴성을 질렀지만 직원의 유의미한 제지는 없었음.

식사 값에 분위기도 포함된거고, 좋은 식사 분위기를 제공 할 의무가 있는겁니다. 노키즈존이 아니라는 이유로 피해를 방치하는 식당의 운영방침은 직무유기죠.
노키즈존이 아니면 다에요? 케어키즈존이라는 개념은 몰라요? 제가 키즈카페에 왔나요?

코스가 빨리 끝나기만을 바라며 꾸역꾸역 먹었고, 자리를 박차고 나갈까 수십번을 고민. 식사 내내 스트레스 받아서 결국 체하고 약까지 먹음.
이런 분위기에 비싼 돈 내실 분만 가세요.
음식 맛은 매우 평범. 어디서나 먹을 수 있는 수준."
,파니니브런치본점,사상구,35.12544,128.96982,파니니브런치,파니니브런치본점,,사상구 엄궁남로 15,,0507-1332-2292,,10:00-18:00,"아메리칸브런치, 아메리카노",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531123640913_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531123640913_thumbL,"주택을 개조하여 만든 예쁜 외관의 브런치카페로, 휴일과 잘 어울릴 것 같은 화사한 실내와창 너머에 보이는 화단이 인상적이다. 아메리칸 브런치, 불고기파니니, 맥앤치즈파니니, 부리또 브런치, 리코타샐러드 등이 인기 있는 메뉴이다.

",1,2025-08-23T14:59:00.776628,ChIJf8it5BTCaDURtZYZVaDDSOA,파니니브런치,4.6,55,대한민국 부산광역시 엄궁동 165-21번지 사상구 부산광역시 KR,35.1254497,128.9697747,,"유럽식 레스토랑은 항상 아늑하고 정중하면서도 현대적인 공간을 제공하여 식사하는 사람들이 각 요리에서 세련미를 느낄 수 있도록 해줍니다. 이곳의 뛰어난 요리 중 하나는 유럽 요리에 없어서는 안 될 요리인 스파게티입니다. 부드럽고 매끄러운 국수와 신선한 토마토 소스, 부드러운 다진 쇠고기 또는 신선한 해산물이 어우러져 잊을 수 없는 풍부한 맛을 만들어냅니다.

게다가 레스토랑의 볶음밥도 훌륭한 선택입니다. 볶음밥은 신선한 야채, 달걀, 닭고기 또는 해산물을 넣고 볶은 요리로, 향신료의 풍부한 맛과 재료의 신선함이 완벽한 조화를 이룹니다. 식용유의 향과 전형적인 향신료의 향이 먹다 보면 멈출 수 없게 됩니다.

특히 빼놓을 수 없는 요리는 바로 상큼한 샐러드다. 무성한 녹색 채소와 신선한 과일, 특제 소스가 맛을 상쾌하게 해주고, 풍성한 요리를 마친 후에도 상쾌한 느낌을 선사합니다. 샐러드는 영양가도 높고, 가볍고 먹기 편한 요리로, 검소함을 좋아하는 사람들에게 적합합니다.

고급스러운 공간, 풍성한 요리, 훌륭한 맛을 갖춘 이 레스토랑은 확실히 유럽 요리를 사랑하는 사람들에게 이상적인 장소입니다.","주택가에 위치하고 있는데 가게가 이쁘고 정말 깨끗하고 좋네요
전체적으로 가격도 전체적으로 착하고 셋트메뉴에는 커피가 포함이라 정말 너무 너무 좋습니다
엄궁점은 식물이 많아서 정말 좋습니다
비싼 브런치카페보다 훨씬 좋습니다
강추합니다!!","마음이 편안해지는 카페
토스트에 커피한잔하면 정말 좋다
자리마다 분위기가 다르다",식사하는  공간이  이쁘고  음식맛도 좋았어요
,문스시,해운대구,35.17031,129.16615,문스시,문스시,,"부산 해운대구 좌동순환로 43
",,051-744-3316,,"평일: 11:30-15:00 / 17:30-22:00 (13:45 20:30 라스트오더)
주말 : 11:30-15:00 / 17:00-22:00 (13:45 20:30 라스트오더)
","오마카세 문 스시, 오마카세 스 스시
",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818130348030_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818130348030_thumbL,"TV프로그램을 통해 소개된 유명 쉐프가 운영하는 일식전문점으로, 기대를 충족하는 수준 있는 요리들과 깔끔하고 세련된 인테리어가 특징이다. 쉐프가 추천하는 음식으로 구성되는 오마카세 스시 코스가 특히 유명하다.

",1,2025-08-23T14:59:00.776628,ChIJb-QwIHCNaDURyn-n53ksleM,문스시,4.1,299,대한민국 부산광역시 해운대구 좌동순환로 43,35.1703092,129.1661724,주말에 가족과 다녀왔는데... 언제나처럼 너무 맛있게 먹고 왔어요~~특히 우니 초밥?? 이 초밥은 진짜... 입에서 그냥 녹네요~~ 너무 맛있게 잘 먹었습니다♡♡ 또 방문하겠습니다!!,"각 초밥별로 특색있는 소스가 올라가는 것이 신기하고 더 맛을 좋게하였어요
종업원분들도 매우 친절했어요
다시 방문할 의사가 있습니다","샤리 네타 밸런스 가게분위기 모두 엉망이다.  미들급 스시야에도 한참을 못 미치는 저가 스시급 실력

부산 3대 스시?  에서 웃고갑니다.",,
,할매재첩국집,사상구,35.193363,128.98607,할매재첩국집,할매재첩국집,,사상구 낙동대로1530번길 20-15,,051-301-7069,,07:00-21:00,"재첩국, 재첩회",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608100341246_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608100341246_thumbL,"낙동강변 재첩요리 먹거리 타운에서 30여 년을 운영하고 있는 재첩국전문점으로, 
비빔그릇에 함께 나온 된장과 재첩을 넣고 
비빔밥을 만들어 재첩국과 함께 먹는 방법이 인기 있다.
",1,2025-08-23T14:59:00.776628,ChIJnyGPvh_AaDURylG9iYggqTU,아지매재첩국,4.6,5,대한민국 부산광역시 사상구 삼락동 69-3,35.193569,128.9860772,해장 미쳤다,모든 반찬이 맛있는 재첩진국정식과 재첩비빔밥,"술드시고 해장은 말보다는
드셔보세요.특히 간 안좋으시분들
재첩진국 추천합니다",저렴한가격에 맛있는고등어조림과김치  된장 밥이좋아요😚,국물이 끝내줘요👍
