상호명,연락처,운영시간,평점,평점개수,주소,우편번호,위도,경도,리뷰1_평점,리뷰1_내용,리뷰2_평점,리뷰2_내용,리뷰3_평점,리뷰3_내용,리뷰4_평점,리뷰4_내용,리뷰5_평점,리뷰5_내용,수집시간
해목 해운대점,,월요일: 오전 11:00 ~ 오후 10:00; 화요일: 오전 11:00 ~ 오후 10:00; 수요일: 오전 11:00 ~ 오후 10:00; 목요일: 오전 11:00 ~ 오후 10:00; 금요일: 오전 11:00 ~ 오후 10:00; 토요일: 오전 11:00 ~ 오후 10:00; 일요일: 오전 11:00 ~ 오후 10:00,4.4,2002,대한민국 부산광역시 해운대구 구남로24번길 8,8Q7F5565+MW,35.1617421,129.1597712,5,"유명한 이유가 있는 맛집입니다
하지만 가격이 너무 비싸서 또 올지는 모르겠네

주차장은 따로 없는 걸로 알고 있습니다

서비스가 아주 훌륭하며 오픈 11시에 들어가니 대기 없이 바로 입장했습니다. 평일이 기준입니다

음식은 엄청 맛있었고 서빙하는 분들이 엄청 친절했습니다 하지만 능숙하게 말하는 것과 어색하게 말하는 부분에 차이가 있는 거고 알바의 경력의 차",4,부산 휴가철 다녀온 일식집. 식전주(7천원) 사케와 히츠마부시(39천원). 카이센동(37천원). 모듬튀김(13천원). 디저트로 달달한 전통설당 소스에 치즈같은 모찌리도후(9천원)로 마무리. 소문 만큼 맛나게 먹었네요. 종업원들의 기계적인 음식설 설명이 약간 부담스럽지만 열심히 사는 젊은이들 보는건 좋네요. 제 손에 손 꼽힐 정도의 히츠마부시(애들이 앏아요),3,"아주긴  웨이팅시간에  비해  음식이  아주맛 있진  않았고 그냥 평범 했습니다. 장어 덥밥의 장어는  좀 얇았어요 그대신  밥의양이  조금  많은듯  했습니다. 그리고  카이센동도  비슷 했어요, Compared to the long waiting time, the food wasn't very good and it was just normal. The ",4,왜 사람들 줄서는지 이해감🏃🏿‍♀️맛도 좋고 공간도 재밌고 양도 좋고 서비스도 좋고💕생강절임을 좋아하는데 여기 생강절임 초밥집처럼 너무 달지도 않고 계속 먹게되는 요물 반찬이었어요! 장어덮밥은 부드럽게 꿀떡 넘어가는 식감이 아니고 겉도 살짝 바삭하게 구워져있고 쫄깃탱탱한 식감이어서 좋았어요. 같이 곁들여먹는 깻잎 조합도 훌륭했어요 오차즈케로 먹는게 즐거웠어,5,인생 장어덮밥입니다!!! 불향도 너무 좋고 소스도 맛있어요!! 카이센동도 엄청 예뻐요ㅠㅠ 웨이팅 많으니까 테이블링으로 원격 줄서기 필수!!,2025-08-23T16:52:05.961272
신촌양푼이갈비찜 서면본점,051-804-0990,월요일: 오전 11:30 ~ 오후 10:00; 화요일: 오전 11:30 ~ 오후 10:00; 수요일: 오전 11:30 ~ 오후 10:00; 목요일: 오전 11:30 ~ 오후 10:00; 금요일: 오전 11:30 ~ 오후 10:00; 토요일: 오전 11:30 ~ 오후 10:00; 일요일: 오전 11:30 ~ 오후 10:00,4.8,1671,대한민국 부산광역시 부산진구 서전로10번길 27-2,8Q7F5346+H4,35.1564367,129.0602928,3,"국내산 돼지갈비만 사용한다는 서면 맛집입니다. 맵기는 4단계까지 있는데 1단계가 순한맛, 2단계가 신라면보다 좀더 맵습니다.

직원이 뼈를 직접 발라주고 바로 먹을 수 있게 주방에서 미리 익혀서 나옵니다.

성인남성은 고기 양이 부족할 수 있으니 인원 수보다 사이즈를 좀더 여유있게 주문하거나 추가로 볶음밥을 시키세요.

해물감자전이 먹을만한데 네이버 예약을",4,"1시 20분쯤 방문한 한식당. 기다림 없이 바로 입장했습니다.

묵은지 갈비찜과 해물 감자전을 주문했어요.

직원분들이 친절해서 더욱 기분 좋은 식사였습니다.

의외로 해물 감자전이 정말 맛있었어요. 해물과 감자의 조합이 이렇게 잘 어울릴 줄 몰랐네요.

갈비찜은 맛있는 김치찜 느낌으로 맛있었습니다.",2,"평범한 맛에 비해 이상하리 만큼 높은 평점

Strangely high rating for such an average taste. Don't get tricked by the review score it's just an okay place.",3,"이곳 맛집 네이버 점수가 높아서 갔음..
일단 네이버 평점은  리뷰 서비스 제공으로 높음.

내부는 어둡고 청결하지는 않음.

가격은 생각보다 비쌈,  맛은  네이버 평가 절반도 안되는....

신촌이란 상호가 있는데 체인점 아닌 단독 점포.

서면 일대 전부 블로그 서비스가 있어  네이버 평점 믿을게  못됨..

밑 반찬은  그냥 저냥...

매장 내부는",5,부산와서 와봤는데 넘나 맛있고 서비스 좋고 부산의 맛집 인정,2025-08-23T16:52:06.245565
미포집 해운대본점,051-747-2203,"월요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00; 화요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00; 수요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00; 목요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00; 금요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00; 토요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00; 일요일: 오전 11:00 ~ 오후 3:00, 오후 5:00~9:00",4.5,1617,대한민국 부산광역시 해운대구 달맞이길62번길 3,8Q7F556C+8H,35.1607535,129.1714554,5,"부산 여행와서 아침겸 점심 먹으러 오게 된 미포집.

일단 저희는 해물장 정식(3.9)을 시켜서 먹었습니다!
오픈하기 직전인데 웨이팅해서 들어갔어요, 저희가 9번이었는데 저희 뒤로 웨이팅이 계속 잡히더니 오픈하자마자 좌석이 꽉 차더라고요! 나오기전부터 기대감이 올라갔습니다!

가리비, 연어, 꽃게, 새우, 전복, 문어 등 해산물이 가지각색으로 들어가는데 전",3,"엄마와 함께 들렀어요~
토요일 저녁이었고 15분정도 기다린듯.
기다리는곳에 난로가 있어 따뜻했지만
주문하고 음식나오기까지가 조금 시간이 걸려 아쉬었어요
하지만 해산물이 신선하고 맛있었어요^^
솥밥도 오랜만에 먹으니 찰지고 구수하고
맛있게 잘 먹었습니다",3,"짜지않고 은은한 상큼함이 감도는 간장으로 담은 해물장 맛집입니다..
아이들이 아주 맛있게 먹어 기분이 좋습니다..

매일 끓이는 과일효소가 들어간 열매간장으로 만드는 해물장입니다. 미포집 모녀들(외할머니, 어머니, 딸)의 부심으로 탄생한 미녀 해물장입니다.
어머니의 마음이 담겨 짜지 않게 맛있는 해물장이 이렇게도 멋지게 담겨 나옵니다. 음식의 조리와 담음에",5,11시 20분에 식당 안이 꽉 차 있네요.12시 되자 벌써 대기 15팀 이네요. 그렇게 기다려서먹을만 한 맛. 문어솥밥 전복솥밥 정말 맛있어요,1,가성비 정말 별로입니다. 이가격이면 맛있는 간장게장집을 가겠네요. 솥밥은 기본도 안되어 있습니다. 이런 음식을 이런 가격으로 판매한다니 양심도 없네요. 휴가차 부산 방문했다가 기분만 상했네요.,2025-08-23T16:52:06.541309
해운대오복돼지국밥,051-731-1488,월요일: 24시간 영업; 화요일: 24시간 영업; 수요일: 24시간 영업; 목요일: 24시간 영업; 금요일: 24시간 영업; 토요일: 24시간 영업; 일요일: 24시간 영업,4.4,1597,대한민국 부산광역시 해운대구 구남로 15,8Q7F5576+22,35.1626121,129.1600382,5,해운대 한복판에 있어 관광객 식당이 아닐까 싶었는데 의외로 매우 만족스럽게 먹고 온 곳. 늦은 시간까지 영업하다 보니 술 마시기 좋다. 여느 부산 국밥집처럼 안주로 순대수육을 주문하면 서비스로 국물이 나온다. 돼지 누린내가 나지 않아 거부감없이 먹을 수 있었으며 수육도 깔끔했다. 간이 강한 김치가 내 취향임.,3,"구글평점에 왠만해선 실패를 안하는데
저날 저녁엔 먹다 실망함.
음식도 빨리나오고 친절하고 주문도 편리한데
국물맛이 살짝 탄맛 비슷하게 느껴짐.
여기는 일단 재방문해서 다시 먹어보고 재리뷰하겠음.
건더기 등은 충분했음.",4,잡내 없고 고기가 부드러워서 누구나 편하게 먹기 좋음. 육수의 깊은 맛이 살짝 아쉬움,5,"해운대에 위치한 많은 돼지국밥 가게들 중에서도 추천할 만한 맛과 서비스를 갖춘 가게.

처음 가게에 앉자 내어주는 육수부터 맛이 좋은데 돼지국밥 역시 국물부터 매우 진하게 우려내어 농도 짙은 색과 함께 묵직한 맛이 일품이며 적당히 썰어 넣은 고기도 맛을 배가 시켜주어 제대로 돼지국밥을 먹는 기분이 들게 해주었다.
셀프 코너에 준비된 소면을 원하는 만큼 넣어",5,"입소문이 너무 났습니다.
외국인들이 더 많아요...
10년째 단골입니다.
부산 해운대오면 꼭 먹습니다.
돼지국밥 직접 경험해 보세여",2025-08-23T16:52:06.840984
마가 만두,051-468-4059,월요일: 오전 11:00 ~ 오후 9:00; 화요일: 오전 11:00 ~ 오후 9:00; 수요일: 오전 11:00 ~ 오후 9:00; 목요일: 오전 11:00 ~ 오후 9:00; 금요일: 오전 11:00 ~ 오후 9:00; 토요일: 오전 11:00 ~ 오후 9:00; 일요일: 오전 11:00 ~ 오후 9:00,4.1,1358,대한민국 부산광역시 동구 대영로243번길 56,8Q7F427Q+QC,35.114485,129.0385208,4,"📍마가만두 | 부산역 맛집

부산 여행 시작하면 부산역에 내려서 가장 먼저 방문하는 차이나타운에 위치하고 있는 마가만두!

이날은 두명이서 방문한 날이라 간단히 찐만두 와 군만두를 하나씩 주문했습니다. 원래는 마파두부도 주문 하는데 이날은 두 명이라 간단하게 만두 하나씩 주문했습니다. 역시나 오랜만에 먹어도 너무 맛있는 말감 만두 육즙이 줄줄줄 흐르는 맛있",3,"일단 술을 팔지만 술 마시면서 요리를 먹을 수 있는 분위기 아닙니다. 빨리 먹고 나가줘야 하는 분위기.. 만두 맛있으나 양에 비해 비싼편...
탕수육 그냥 일반 맛... 양이 적네요
짬뽕.. 불맛 나는데 많이 달달한 편이예요~
오이무침을 정말 좋아하는데 좀 싱거워요. 만두는 하얼빈쪽에 살 때 먹었던 그 맛인데... 전체적으로 비싸게 느껴지고 두번가진 않을 ",5,"○ 군만두 , 압권은 '찐만두'였다

며칠 전 점심 때 찾아간, 부산역 건너편 차이나타운에 있는 . 부산 토박이 형의 원픽 만둣집이다. 화상이 운영하는 중국집인데, 만두로 유명해서 어느 테이블을 봐도 다 만두를 먹고 있다. 바로 옆이 전국적으로 소문난 인데, “신발원 만두가 뭐 맛있노? 모르는 사람들이나 먹는 거지“ 란다.

사장님 이름은 마위홍. SBS ",4,부산역 앞에 있어 쉽게 들를 수 있습니다. 차이나 타운 내에 있어 일단 분위기로 먹고 들어갑니다. 두툼한 만두피가 싫다면 이집은 별로 일수도 있어요. 저는 좋아하는 편이라 매우 만족했습니다.,4,"원래는 신발원 만두를 머그러 가려다가
사람이 많아서 두번째 후보지 마가만두를
먹으러갔네요. 브레이크 타임에 걸릴뻔했지만 아슬아슬하게 들어가서 먹게되었어요ㅎㅎ
군만두랑 찐만두를 먹었는데 와..
육즙 폭팔에;;  크기도 상당히 크고
근래에 먹던 만두중에 젤 맛있게 먹은🤤",2025-08-23T16:52:07.127283
원조 18번 완당,051-256-3391,월요일: 휴무일; 화요일: 오전 10:30 ~ 오후 7:30; 수요일: 오전 10:30 ~ 오후 7:30; 목요일: 오전 10:30 ~ 오후 7:30; 금요일: 오전 10:30 ~ 오후 7:30; 토요일: 오전 10:30 ~ 오후 7:30; 일요일: 오전 10:30 ~ 오후 7:30,4.2,1347,대한민국 부산광역시 서구 구덕로238번길 6,8Q7F424C+76,35.1057098,129.0205229,4,"부산 최초의 완당 가게입니다.
주말 오픈시간에 갔는데요. 얼마되지 않아 만석이 됩니다. 여러 번 방문했는데 개인적으로 완당은 너무 슴슴한 맛이라 저는 우동, 발국수를 주문하는 편입니다.
발국수와 김초밥은하프사이즈로 주문 가능합니다.
김초밥, 유부초밥도 같이 곁들이면 배가 든든해집니다.
전용주차장이 있지만 넓지 않아서 주차는 조금 힘들 수 있어요.",5,"완당면과 발국수 주문. 둘 다 맛있었어요.
완당소는 닭, 돼지고기로 만든다는데 잡내나 뭐 그런거 전혀 없이 쪼그만게 부드럽고 잘 넘어갑니다. 멸치육수도 군더더기 없이 담백하고 속도 편안해서 좋았어요. 발국수 면은 미끈한 메밀면에 쯔유도 짜지 않고 슴슴해서 저는 좋았습니다.
2층에서 먹었는데 주문 받으시고 서빙해 주시는 할머님이 친절하셔서 더 만족스러운 식사",3,"모밀을 쌓아서 주는게 아니라
큰 그릇에 담아주며
면 색깔이 진하고
윤기가 있는게 특징

찍어먹는 국물을
밥그릇에 주는데
다른 모밀전문점보다
덜자극적이고 은은한 느낌

개인적으로는
중앙모밀 스타일을 좋아해서
약간은 호불호가 있을수도

김밥과 유부초밥은
간이 적당한 밥이 좋음

발국수나 김밥 유부초밥도
반사이즈를 주문할수 있어서
편리함",5,"항상 여기다.
여행지 식사로 방문했어요.
분위기도 너무 친근하고 전체적으로
포근한 느낌을 받았어요.",5,"나에게 있어 부산 최고의 맛집

단순하지만 간결한 맛
맛에 군더더기 하나 없다

할머니들의 친절한 서비스도 기분이 좋다

24년을 동안 부산 여행 단골집으로
단 한 번도 실망한 적이 없다

추천 메뉴는 당연히 발국수다

일행이 처음 우동을 시켰는데 면이 너무 무르다
국물맛은 훌륭했지만 젊은 사람에게는 맞지 않는 식감이다
부산 종각집도 비슷한 우동 식감이다
",2025-08-23T16:52:07.396763
술고당,051-244-2607,"월요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00; 화요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00; 수요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00; 목요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00; 금요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00; 토요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00; 일요일: 오전 10:00 ~ 오후 3:00, 오후 4:00~8:00",4.8,1336,대한민국 부산광역시 중구 중구로24번길 11-1 2층,8Q7F422H+3M,35.1001777,129.0291342,5,"직원분들도 너무 친절하시고, 밥도 너무 맛있었습니다!
인근 한식집을 찾던 중 알게되었는데 완전 한식 코스라 좋았어요❤️",5,지나가다가 첨 와봤는데 너무맛있고 깔끔하고 가게도이뻐요 외국인들도많네요. 전골두루치기 맛좋아요,5,"직원분들도 착하시고 음식도 너무 맛있어요~~!!
두루치기 꼭먹으세요 두번드세요~",5,부산 남포동에서 제대로된 한식을 맛 보고 싶으면 강력추천 할께요 ~!! 좋은 국내산 재료만 쓰시고  음식 본연의 맛을 최대한 끌어내 만든 맛이에요. 정말 자극 적이지 않고 맛있으니 꼭 방문 해보세요 ~!! 매장도 청결하고 직원분들도 친절하셔서 좋았습니다😁,5,"남포동 살면서 이야기만 듣다가 처음 가봤는데 한식 제대로 경험하고 싶다면 꼭 가봐야 할 집인 것 같아요!
가격대비 푸짐하고 식재료도 국내산! 간도 쌔지 않고 맛있어요 :) 그리고 좌석이 넓직해서 편하게 식사했어요!

I've only heard about it while living in Nampo-dong, and it's the first time I'",2025-08-23T16:52:07.681085
설야멱 서면직영점,010-2989-7955,월요일: 오후 4:00 ~ 오전 12:30; 화요일: 오후 4:00 ~ 오전 12:30; 수요일: 오후 4:00 ~ 오전 12:30; 목요일: 오후 4:00 ~ 오전 12:30; 금요일: 오후 4:00 ~ 오전 12:30; 토요일: 오전 11:30 ~ 오전 12:30; 일요일: 오전 11:30 ~ 오전 12:30,5.0,1332,대한민국 부산광역시 부산진구 서전로 27 2층,8Q7F5357+54,35.1579594,129.0627811,5,"미나리 항정 궁금해서 와봤는데,
직접 구워 주시고 기본 순두부찌개 고기 큼직하게 들어있고 깊은맛으로 맛있네요
입안 가득 쫀득한 항정살이 꽉차고 미나리향이 확 올라오니 진짜 너무 맛있어요!
바질도 같이 구워줘서 특이했어요
바질 구이 처음인데 고기랑 곁들이니 향긋하니 괜찮네요~~
토요일 2시반쯤 왔는데 웨이팅 없이 잘 먹고 갑니다 매장 안 시원해요^^",5,분위기도 맛도 사로 잡은 곳이네요 :) 저는 음식 중에 향과 식감이 제일 중요한데 특히나 이곳은 향을 느낄 수 있어서 좋네요 바질과 미나리 향이 육즙가득 고기와 너무 잘어울리는 것 같습니다. 생맥도 한잔 빠질 수 없죠!!,5,"육회김밥이랑 볶음밥 고기 다 너무 맛있어요!!
특히 볶음밥이 너무 맛있었어요! 비주얼도 귀엽고 밥도 너무너무 최고였습니당",5,웨이팅이 상당히.. 길어서 미리미리 하시고 여유시간 잡아가셔야 해요!!! 다음에는 미리 예약하고 또 방문 할게요 ㅠㅠㅜ🥺,5,"분위기에 한번 반하고 맛에 한번 더 반합니다!
고기도 정말 맛있게 구워주셔서 참 맛있게 먹고 갑니다!
부산 오면 꼭 방문해야 하는 곳입니다!!!",2025-08-23T16:52:07.958160
융캉찌에,,월요일: 오전 11:00 ~ 오후 9:30; 화요일: 오전 11:00 ~ 오후 9:30; 수요일: 오전 11:00 ~ 오후 9:30; 목요일: 오전 11:00 ~ 오후 9:30; 금요일: 오전 11:00 ~ 오후 9:30; 토요일: 오전 11:00 ~ 오후 9:30; 일요일: 오전 11:00 ~ 오후 9:30,4.9,1289,대한민국 부산광역시 수영구 광안해변로277번길 10,8Q7F544F+HM,35.1563985,129.1242422,5,우육탕면이랑 가지튀김 시켰어요! 전부터 와보고싶었던곳인데 먹어보니 기다려서도 먹을만한거같습니다. 가지튀김은 바삭하고 소스랑도 잘어울리고 우육탕면은 고기엄청 푹익어서 맛있었어요 국물도 짜지않는데 간도 잘맞고 다음에 또오고싶어요 광안리오시면 먹어보는거 추천입니다,3,"대만요리 전문으로 하는 집
광안역 3번 출구에서 도보 19분 거리에 위치.
우육탕면은 10,500원, 탄탄면 9,500원,
돼지고기 덮밥은 13,000원, 가지튀김은 6,500원.

모든 게 새로운 맛~
서울에서 먹었던 맛과는 많이 다르다.
지금까지 먹어본 우육탕면은 국물이 흐리멍텅했는데,
이건 마치 한약 먹는 느낌이랄까?
우육탕면을 즐겨 먹는 편은 아니지",5,한국인의 입맛에 딱 맞춘 모든 메뉴들. 언제와도 맛있습니다. 이 가게에서 탄탄면 처음 먹는데 맛있네요. 다 먹고 소스 남으면 밥도 무료로 한번 준다니까 드셔보시길 추천드립니다.,5,"지나가다가 늘 궁금했는데 드디어 와봤어요! 애매한 시간에 와서 그런지 웨이팅 없이 바로 먹었어요.
우육탕면 깔끔하고 맛있어요! 마라곱창탕면에 곱창 진~~짜 많이 들어있어요..! 가지튀김은 입에서 사르르르 녹는답니다.
다음에 또 먹으러 와야겠어요💓",5,"와보고 싶었는데 드디어...
우육탕면 국물이 진짜 맛있어요 국물 흡입
면은 갠적으로 좋아하는 식감인데 이게 칼국수면이면 김치랑 디게 잘 어울리는데 우육탕면이랑은 면만 먹으니까 약간 심심하고 밀가루 냄새나는듯 했어요 짜챠이라도 구비해놓으시면 좋을듯 해요
중화냉면은 다른집 가서도 먹을 수 있는 평범한 땅콩+겨자소스 맛이라서 굳이 추천하진 않아요
가지튀김은 느끼",2025-08-23T16:52:08.231543
언양불고기 부산집,051-754-1004,월요일: 오전 11:00 ~ 오후 10:00; 화요일: 오전 11:00 ~ 오후 10:00; 수요일: 오전 11:00 ~ 오후 10:00; 목요일: 오전 11:00 ~ 오후 10:00; 금요일: 오전 11:00 ~ 오후 10:00; 토요일: 오전 11:00 ~ 오후 10:00; 일요일: 오전 11:00 ~ 오후 10:00,4.0,1273,대한민국 부산광역시 수영구 남천바다로 32,8Q7F44X7+5C,35.1478851,129.1135701,5,불고기 넘 맛있네요 촉촉하고 ㅎㅎ 반찬도 잘 나오고 직접 농사지은 야채라 신선해요!! 김치찌개도 꼭 드세요 추천!!,5,"다른집보다 간이 달지않고 짜지도ㅠ않아서
편하게 먹을 수 있어요",2,"지인에게 강력추천받아 부산 가자마자 먹었습니다. 이게 왠걸? 맛이 너무 슴슴한 나머지 맛이 안나는겁니다... 경기권에 살아서 그런가, 슴슴한 맛이 참 맞지 않더라구요.. 가격도 비싸서 참 불만족스러웠습니다. 공기밥도 3분의2정도만 차있구요. 이모님께 물  좀 부탁드렸는데 안주셔서, 다른 이모님께 또 부탁드렸는데 그 이모님도 안주셨습니다.. 세번째에 받아냈구",5,"정말 맛있고 친절한 언양불고기 부산집.
이 부근에 많고 많은 언양불고기 식당들이 있지만 그 시작은 여기 이집입니다.",4,복잡한 광안리에서 주차가 편해 좋았어요. 아이가 먹고 싶어해서 육사시미도 주문해봤는데 정말 맛있게 먹어서 서빙해주시는 이모가 놀라워했어요. 맛있게 먹고 광안리도 여유롭게 산책하고.. 기분 좋은 저녁이였어요.,2025-08-23T16:52:08.520562
